
134,APP,异常事件,APP_,异常事件报告,,异常事件,X,X,X,X,X,X,X,X,,X,X,X,,,,,,
135,APP,异常事件,APP_,异常事件浏览,,异常事件,X,X,X,X,X,X,X,X,,X,X,X,,,,,,
136,WEB,生产报表,WEB_PROD_HIST_PRORUCTION_REPORT,历史产量统计报表,查询历史产量,1.2.1 历史产量统计报表,,,,,,,,,,,,,,,,X,,
137,WEB,生产报表,WEB_PROD_CURRENT_PRODUCTION_REPORT,当日产量统计报表,查询当日产量,1.2.2 当日产量统计报表,,,,,,,,,,,,,,,,X,,
138,WEB,生产报表,WEB_PROD_PROGRESS_REPORT,生产进度报表,查询订单、项目、任务的进度,1.1.1 项目进度报表1.1.2 订单进度报表,,,,,,,,,,,,,,,,X,,
139,WEB,生产报表,WEB_PROD_CAPABILITY_REPORT,产能报表,查询工位负荷、工位OEE和工位产能损失,1.2.3 产能报表-工位负荷1.2.4 产能报表-工位产能损失1.2.5 产能报表-工位OEE,,,,,,,,,,,,,,,,X,,
140,WEB,生产报表,WEB_PROD_STATUS_REPORT,生产状态报表,查看当前生产状态，完成情况，以及工作量,,,,,,,,,,,,,,,,,X,,
141,WEB,生产报表,WEB_PROD_PLAN_COMPLETION_REPORT,计划达成率报表,查看执行是否按计划进行,,,,,,,,,,,,,,,,,X,,
142,WEB,生产报表,WEB_PROD_CAPACITY_USE_REPORT,产能利用率报表,查看执行是否按产能进行,,,,,,,,,,,,,,,,,X,,
143,WEB,物料报表,WEB_STOCK_CURRENT_REPORT,物料库存报表,查看实时物料库存,,,,,,,,,,,,,,,,,,X,
144,WEB,物料报表,WEB_STOCK_DAILY_BALANCE_REPORT,物料日结存报表,查看物料日进出记录,,,,,,,,,,,,,,,,,,X,
145,WEB,物料报表,WEB_STOCK_PERIOD_REPORT,物料存放时间表报,查看物料存放时间,,,,,,,,,,,,,,,,,,X,
146,WEB,物料报表,WEB_STOCK_LEVEL_REPORT,物料库存水位报表,查看物料库存量波动情况,,,,,,,,,,,,,,,,,,X,
